"topic","term","beta"
1,"equal",0.0011436347751787
2,"equal",5.43212271859992e-209
3,"equal",9.39635623964778e-209
4,"equal",5.11651393986268e-66
5,"equal",2.53882946814038e-67
6,"equal",4.48950984525815e-200
1,"equally",4.66444832173765e-213
2,"equally",0.00106272090598136
3,"equally",9.05447104465901e-217
4,"equally",2.26786295217348e-209
5,"equally",5.62964348407905e-207
6,"equally",1.68368675286651e-209
1,"equals",4.87306174044028e-189
2,"equals",3.58040020604405e-191
3,"equals",2.49102528736892e-192
4,"equals",0.00119020179423761
5,"equals",4.89157194297613e-189
6,"equals",1.60154266792603e-187
1,"era",2.87020139813706e-175
2,"era",2.74174589326962e-178
3,"era",0.000887327989521247
4,"era",1.60407322661544e-173
5,"era",1.01288035525598e-175
6,"era",4.27933697691105e-171
1,"eres",1.667502178493e-177
2,"eres",7.22437723520835e-95
3,"eres",0.00177465234353131
4,"eres",3.18426906548837e-177
5,"eres",4.50978403216917e-09
6,"eres",3.01718005867395e-175
1,"esa",0.0011436347751787
2,"esa",1.26507736455873e-191
3,"esa",1.24399551809067e-192
4,"esa",2.73189991677492e-188
5,"esa",2.16699386653398e-189
6,"esa",8.79147674629244e-188
1,"escape",1.88694220960694e-208
2,"escape",0.00106272090598136
3,"escape",1.14409635662838e-73
4,"escape",8.48936912686306e-205
5,"escape",3.19273135511274e-207
6,"escape",1.54188220911282e-53
1,"escu",7.8350525565483e-188
2,"escu",1.64451087628004e-189
3,"escu",1.94389568814772e-124
4,"escu",0.00119020179423761
5,"escu",2.98259240478268e-187
6,"escu",2.56031874187898e-185
1,"escucha",0.0022872695503574
2,"escucha",2.06679917891594e-183
3,"escucha",1.98243790274437e-185
4,"escucha",8.86865195661273e-181
5,"escucha",1.39776344483625e-50
6,"escucha",1.15514330746935e-178
1,"escuchando",7.27518076027861e-190
2,"escuchando",3.68051455573524e-190
3,"escuchando",9.47674304715301e-191
4,"escuchando",0.00119020179423761
5,"escuchando",1.73586386682955e-188
6,"escuchando",1.81226211761815e-185
1,"escuchandola",2.30506501257699e-170
2,"escuchandola",7.24999816442686e-173
3,"escuchandola",1.0980172474555e-175
4,"escuchandola",4.14897482783999e-170
5,"escuchandola",0.00110071387508795
6,"escuchandola",7.74198011741522e-168
1,"escuchar",5.42099186140484e-175
2,"escuchar",4.83540120955536e-179
3,"escuchar",0.000887327989521247
4,"escuchar",1.52025642693463e-177
5,"escuchar",3.98108504237727e-176
6,"escuchar",7.75338933462873e-173
1,"escucho",2.17104001243258e-187
2,"escucho",7.88610193341289e-193
3,"escucho",7.17266102793752e-55
4,"escucho",0.00119020179423761
5,"escucho",3.87622207087856e-190
6,"escucho",5.77998362762906e-187
1,"escuela",0.0011436347751787
2,"escuela",1.02200532001937e-205
3,"escuela",1.25080044381589e-207
4,"escuela",6.94564275225593e-202
5,"escuela",8.08353311376281e-194
6,"escuela",1.48630624198229e-200
1,"escutei",6.59374073096104e-190
2,"escutei",2.68615253513373e-194
3,"escutei",0.000887327989521247
4,"escutei",1.15694834684625e-188
5,"escutei",1.70926669917912e-189
6,"escutei",9.12599343243916e-186
1,"escuto",1.2892979041113e-166
2,"escuto",1.05103562356372e-168
3,"escuto",0.000887327989521247
4,"escuto",1.06631192788254e-165
5,"escuto",6.71221205685322e-166
6,"escuto",1.00063189000813e-164
1,"ese",1.57357240192364e-159
2,"ese",4.60602431985195e-163
3,"ese",1.3204089454863e-164
4,"ese",0.00119020179423761
5,"ese",3.39112437087273e-160
6,"ese",2.42326989789878e-156
1,"eso",0.0011436347751787
2,"eso",4.34203574887776e-200
3,"eso",5.56642777398053e-203
4,"eso",3.98946987648753e-198
5,"eso",1.35948758189557e-198
6,"eso",1.98487074517229e-194
1,"espanol",3.10428924935742e-159
2,"espanol",1.96170043010918e-174
3,"espanol",0.000887327989521247
4,"espanol",1.31854741752889e-170
5,"espanol",2.73740012043456e-171
6,"espanol",7.12289427962488e-170
1,"esperabas",0.0011436347751787
2,"esperabas",6.29869116899129e-171
3,"esperabas",4.63238789825241e-173
4,"esperabas",1.42737298997936e-168
5,"esperabas",1.95743590679024e-168
6,"esperabas",1.78641488213748e-164
1,"espero",0.0011436347751787
2,"espero",1.32862139275593e-205
3,"espero",1.71314931755184e-207
4,"espero",3.58877506722187e-202
5,"espero",3.01689440255771e-193
6,"espero",1.48700891559229e-200
1,"espirito",7.3780378505183e-213
2,"espirito",6.62445544691558e-217
3,"espirito",0.000887327989521247
4,"espirito",6.9082729671048e-213
5,"espirito",1.1151847606455e-213
6,"espirito",1.56366574326769e-211
1,"essa",5.84799186676802e-183
2,"essa",3.51966880808747e-172
3,"essa",0.010647935874255
4,"essa",2.40442037621946e-181
5,"essa",4.58237443521985e-181
6,"essa",1.40359197769023e-180
1,"esse",3.21590287434881e-197
2,"esse",3.06158016839821e-200
3,"esse",4.3574380494306e-71
4,"esse",1.23641770815831e-197
5,"esse",0.00440285550035182
6,"esse",1.18154144248701e-193
1,"esses",3.32582353626672e-210
2,"esses",1.65031849372587e-213
3,"esses",3.45722810385659e-195
4,"esses",0.00119020179423761
5,"esses",2.65102411168297e-210
6,"esses",1.69641795132544e-207
1,"est",2.46976769488228e-210
2,"est",5.71440938437164e-213
3,"est",3.24893699095621e-214
4,"est",0.00119020179423761
5,"est",7.78670949826736e-211
6,"est",2.91583987280151e-207
1,"esta",0.00343090363206256
2,"esta",6.2388503688655e-25
3,"esta",0.0026619845066188
4,"esta",8.42932098389473e-162
5,"esta",1.4779300405427e-169
6,"esta",1.1481466281231e-167
1,"estado",1.87525282870365e-177
2,"estado",5.65344691284882e-180
3,"estado",0.000887327989521247
4,"estado",2.63724928783072e-175
5,"estado",6.41830577730207e-179
6,"estado",4.41295800096069e-175
1,"estamos",2.62500326729081e-184
2,"estamos",3.5592750553627e-187
3,"estamos",5.52611536232081e-188
4,"estamos",4.0133502878826e-183
5,"estamos",0.00110071387508795
6,"estamos",2.44282618645092e-181
1,"estan",0.0011436347751787
2,"estan",6.35736505779392e-171
3,"estan",1.26787156341952e-172
4,"estan",1.1650452973649e-168
5,"estan",2.1442931519298e-168
6,"estan",1.17640749210603e-164
1,"estas",4.47233033595971e-46
2,"estas",1.35640105740015e-178
3,"estas",0.00266198396856374
4,"estas",3.35484997036528e-177
5,"estas",1.68322226452506e-28
6,"estas",9.53391656943e-174
1,"este",0.00914907820142959
2,"este",2.83056607048262e-102
3,"este",5.85190793611736e-45
4,"este",4.39415298151084e-179
5,"este",1.55660172249257e-72
6,"este",8.99428517236862e-178
1,"esto",4.86387903348422e-178
2,"esto",0.00212544181196272
3,"esto",8.40418084865999e-28
4,"esto",2.65294969242271e-180
5,"esto",3.0035076494964e-182
6,"esto",1.43118305549811e-178
1,"estou",1.37411273931193e-167
2,"estou",1.83037735289423e-170
3,"estou",0.000887327989521247
4,"estou",3.34840891942986e-166
5,"estou",3.73000926252948e-168
6,"estou",2.3279969227198e-164
1,"estoy",1.12083240927249e-185
2,"estoy",4.51777928650068e-189
3,"estoy",0.000887327989521247
4,"estoy",6.48610793190534e-186
5,"estoy",2.95666327471535e-186
6,"estoy",4.27709044204055e-183
1,"estuve",4.80311844128365e-173
2,"estuve",7.96425457829543e-176
3,"estuve",9.98317671867376e-177
4,"estuve",7.5748172344944e-173
5,"estuve",0.00110071387508795
6,"estuve",7.59977615529076e-169
1,"euphoria",5.39084658314243e-178
2,"euphoria",0.00106272090598136
3,"euphoria",1.0123046344225e-181
4,"euphoria",6.34630183809403e-78
5,"euphoria",2.8320771728828e-174
6,"euphoria",3.23898513969834e-174
1,"eventually",1.9277427873599e-208
2,"eventually",0.00106272090598136
3,"eventually",1.10214220611603e-72
4,"eventually",3.02256298073239e-204
5,"eventually",1.37221191940521e-207
6,"eventually",6.65025995738486e-53
1,"everyday",3.54722113675569e-184
2,"everyday",1.3518657027306e-187
3,"everyday",0.01419724783234
4,"everyday",3.98004792518188e-185
5,"everyday",1.31227531747739e-186
6,"everyday",2.37730794107866e-180
1,"everytime",6.7849619844161e-162
2,"everytime",0.00425088362392544
3,"everytime",6.31546833620431e-18
4,"everytime",9.58847177995833e-51
5,"everytime",5.79182525875373e-176
6,"everytime",2.81859926000444e-151
1,"evolucion",3.48011609774389e-185
2,"evolucion",3.05003815690272e-188
3,"evolucion",0.000887327989521247
4,"evolucion",1.75817550036316e-185
5,"evolucion",2.06420069385925e-185
6,"evolucion",1.36005673068419e-182
1,"evolution",1.04274478694819e-129
2,"evolution",4.46274895104508e-149
3,"evolution",0.000887328070508806
4,"evolution",0.0011902019974228
5,"evolution",0.00110071358671613
6,"evolution",7.72434301722567e-141
1,"evropa",1.9305086870699e-183
2,"evropa",4.63417635739888e-186
3,"evropa",8.36985912632035e-187
4,"evropa",0.00357060538271284
5,"evropa",1.23765155149484e-182
6,"evropa",3.77881294112714e-180
1,"excelente",3.19401404144831e-156
2,"excelente",5.48901047450906e-159
3,"excelente",0.000887327989521247
4,"excelente",1.23401898214861e-156
5,"excelente",2.71830843434672e-156
6,"excelente",1.58105463791021e-152
1,"excuse",5.29798248215944e-34
2,"excuse",8.65042808451447e-97
3,"excuse",0.0239578557170735
4,"excuse",2.91856975240868e-16
5,"excuse",2.55477895050651e-44
6,"excuse",4.90674973813572e-65
1,"exist",7.4384778100549e-187
2,"exist",5.48790700803689e-194
3,"exist",1.95152625167978e-192
4,"exist",9.3040923719941e-50
5,"exist",0.00110071387508795
6,"exist",2.22680547897677e-188
1,"existe",1.11129627664335e-197
2,"existe",3.65216893699676e-199
3,"existe",0.00177465597904249
4,"existe",1.82600199949621e-195
5,"existe",1.75732821413609e-196
6,"existe",3.37121391870809e-193
1,"expect",3.04257171599475e-158
2,"expect",9.56136413576971e-162
3,"expect",1.72765514589464e-163
4,"expect",0.00119020179423761
5,"expect",1.68295651600234e-159
6,"expect",2.89646419348832e-156
1,"expected",3.50923580866148e-221
2,"expected",1.22978427741149e-72
3,"expected",4.42390615360516e-228
4,"expected",1.15343198936952e-39
5,"expected",4.45391882141641e-159
6,"expected",0.0119372865777169
1,"experience",0.0011436347751787
2,"experience",4.48339398452674e-213
3,"experience",1.40584667316288e-213
4,"experience",6.10930629300848e-209
5,"experience",1.48496350866196e-209
6,"experience",5.64742594154842e-69
1,"experiences",9.30018858135559e-184
2,"experiences",1.22922284064579e-183
3,"experiences",1.7105479862225e-185
4,"experiences",7.11343082086711e-182
5,"experiences",0.00110071387508795
6,"experiences",1.79203764614119e-182
1,"explain",5.57130195083225e-178
2,"explain",1.25646692062815e-51
3,"explain",8.86720592954259e-179
4,"explain",0.00238040358847522
5,"explain",1.79859470341864e-128
6,"explain",7.0678033110319e-46
1,"exposure",2.389677527269e-109
2,"exposure",2.04262404079701e-91
3,"exposure",0.000887327989521247
4,"exposure",5.8110640031246e-118
5,"exposure",7.1445099617119e-184
6,"exposure",2.39837190628465e-180
1,"express",0.0011436347751787
2,"express",2.36041854768905e-202
3,"express",2.28009312566046e-206
4,"express",7.54462429021236e-201
5,"express",6.10452786195305e-202
6,"express",1.00473672399526e-91
1,"eyes",1.66939570025695e-268
2,"eyes",3.3353142825002e-269
3,"eyes",8.9850735741863e-271
4,"eyes",3.70126505630819e-267
5,"eyes",1.01947410332357e-266
6,"eyes",0.010610921402415
1,"face",3.0836388763367e-41
2,"face",9.26796835634996e-183
3,"face",2.79912430263712e-184
4,"face",5.09854528373796e-180
5,"face",2.74155895835204e-179
6,"face",0.00132636517530188
1,"facebook",0.00114363529674488
2,"facebook",5.36318384341203e-172
3,"facebook",3.0818825005074e-174
4,"facebook",0.00119020125143408
5,"facebook",5.65908161233513e-171
6,"facebook",6.82386250150449e-167
1,"fact",0.0022872695503574
2,"fact",1.05727132061634e-21
3,"fact",2.18900618208315e-23
4,"fact",8.45197752952856e-155
5,"fact",1.48494197170435e-55
6,"fact",1.78331706374326e-152
1,"facts",1.79389353321268e-217
2,"facts",4.62153251303026e-221
3,"facts",2.0404518683761e-222
4,"facts",1.37786439863776e-212
5,"facts",0.00110071387508795
6,"facts",2.29236094214392e-214
1,"factsabout",1.92914239527882e-218
2,"factsabout",1.27297261686246e-220
3,"factsabout",4.38177550240463e-222
4,"factsabout",2.2500734097837e-213
5,"factsabout",0.00110071387508795
6,"factsabout",3.04118614672222e-215
1,"faithfullcooler",4.53605553935357e-209
2,"faithfullcooler",2.96359852354316e-212
3,"faithfullcooler",3.22825548884317e-214
4,"faithfullcooler",0.00119020179423761
5,"faithfullcooler",9.74351504730075e-208
6,"faithfullcooler",4.5153549023803e-207
1,"fake",4.73810448679789e-157
2,"fake",1.53625334149031e-21
3,"fake",0.000887327989521247
4,"fake",3.31854845319103e-156
5,"fake",8.42179809790526e-157
6,"fake",1.3402301599212e-153
1,"falar",2.0105544673634e-177
2,"falar",6.60905312794469e-199
3,"falar",4.70076982100396e-60
4,"falar",0.00238040358847522
5,"falar",7.70277259738164e-196
6,"falar",1.05355885959762e-194
1,"fallando",3.80327680551983e-200
2,"fallando",2.89129918238241e-201
3,"fallando",0.000887327989521247
4,"fallando",3.14453957585042e-201
5,"fallando",1.48028076514453e-200
6,"fallando",1.7599084650529e-196
1,"fallecer",4.8469324644999e-259
2,"fallecer",5.56642912274109e-262
3,"fallecer",0.000887327989521247
4,"fallecer",1.05180043405685e-258
5,"fallecer",1.76555243993477e-259
6,"fallecer",9.3317851555711e-255
1,"families",3.54299286117895e-180
2,"families",0.00106272090598136
3,"families",1.26245982371672e-183
4,"families",1.93478990834047e-180
5,"families",2.16190451954963e-180
6,"families",7.84711109433515e-178
1,"family",8.04713242899776e-181
2,"family",0.00151978034893056
3,"family",0.000505702264158007
4,"family",8.06326377866866e-58
5,"family",7.72899342896643e-180
6,"family",2.83630631664886e-25
1,"fan",1.47727028855451e-144
2,"fan",6.1675344029856e-23
3,"fan",0.000887327989521247
4,"fan",3.60830377447341e-171
5,"fan",1.23619456958991e-161
6,"fan",1.9447444120259e-168
1,"fans",5.93856974253109e-29
2,"fans",3.62144423364588e-168
3,"fans",0.000887327989521247
4,"fans",1.08626753401985e-164
5,"fans",2.4987157216914e-166
6,"fans",1.37422199251304e-162
1,"fariba",8.78334895996078e-218
2,"fariba",1.69009627228149e-220
3,"fariba",1.75957708143555e-221
4,"fariba",0.00119020179423761
5,"fariba",2.72006308845436e-59
6,"fariba",4.60505646440288e-57
1,"fascinate",0.0011436347751787
2,"fascinate",8.47401818730637e-208
3,"fascinate",1.85313694794853e-207
4,"fascinate",5.90582867229632e-65
5,"fascinate",1.12148860755003e-66
6,"fascinate",2.16128741199593e-198
1,"fast",5.41092856566303e-177
2,"fast",1.0170773368191e-178
3,"fast",3.77038945973783e-171
4,"fast",1.42689437895336e-177
5,"fast",6.99169436345107e-179
6,"fast",0.00132636517530188
1,"fav",3.00676914805151e-183
2,"fav",0.00212544181196272
3,"fav",8.24552218985184e-55
4,"fav",3.72009261580786e-185
5,"fav",4.19693278871934e-184
6,"fav",1.02571751739126e-164
1,"favor",0.0022872695503574
2,"favor",1.20379168289757e-186
3,"favor",2.09816973808649e-50
4,"favor",1.57062866796706e-183
5,"favor",5.7064385601351e-185
6,"favor",8.18694846614847e-181
1,"favoriete",3.70842452242151e-182
2,"favoriete",0.00106272090598136
3,"favoriete",5.90789184733729e-186
4,"favoriete",1.02858363827457e-180
5,"favoriete",7.9913812202209e-182
6,"favoriete",7.57152015006059e-179
1,"favorita",0.0011436347751787
2,"favorita",2.03311949892628e-190
3,"favorita",9.88847968542567e-193
4,"favorita",1.63515659444735e-188
5,"favorita",3.26058521946459e-189
6,"favorita",1.50259303113325e-186
1,"favoritas",4.20921454693226e-178
2,"favoritas",4.12004212648277e-181
3,"favoritas",0.00177465597904249
4,"favoritas",9.43124015876331e-178
5,"favoritas",4.84214002404774e-170
6,"favoritas",2.67002219012006e-175
1,"favorite",1.8956526271836e-148
2,"favorite",0.00850176724785089
3,"favorite",9.14698143966406e-162
4,"favorite",1.88626037864748e-44
5,"favorite",4.07416052648416e-156
6,"favorite",1.90346080965598e-150
1,"favourite",3.50596755607293e-45
2,"favourite",1.32036761163192e-47
3,"favourite",7.14893912820829e-187
4,"favourite",0.00119020179423761
5,"favourite",1.49119657329029e-182
6,"favourite",1.93540727687617e-180
1,"faz",6.80620455196295e-203
2,"faz",2.61281830804221e-205
3,"faz",0.000887327989521247
4,"faz",3.94487016272828e-201
5,"faz",9.31826713692159e-202
6,"faz",1.05593077496145e-198
1,"feat",1.0722156126077e-164
2,"feat",8.81867650722374e-168
3,"feat",4.34837269402678e-16
4,"feat",0.00119020179423703
5,"feat",1.48433642714883e-26
6,"feat",1.59703920186155e-162
1,"feb",2.16624934136286e-158
2,"feb",0.00106272090598136
3,"feb",6.82294639930805e-162
4,"feb",5.05991994074617e-158
5,"feb",1.17074372475236e-158
6,"feb",2.29949797391189e-154
1,"feel",5.57409172539079e-188
2,"feel",4.24696430379244e-76
3,"feel",5.97316529457179e-63
4,"feel",5.32200570971899e-58
5,"feel",3.72475287352307e-78
6,"feel",0.0530546070120752
1,"feeling",4.54459584296852e-155
2,"feeling",0.00318816302804642
3,"feeling",1.52840308532854e-177
4,"feeling",0.00119020144693629
5,"feeling",3.89321106903086e-78
6,"feeling",2.25084222949761e-17
1,"feelings",0.0022872695503574
2,"feelings",1.94490656126e-59
3,"feelings",3.30279044725386e-162
4,"feelings",1.23374995755851e-157
5,"feelings",3.79529619744313e-18
6,"feelings",9.47710605064047e-72
1,"feels",0.00114363381087785
2,"feels",1.27863449916754e-21
3,"feels",1.88867523108417e-22
4,"feels",3.1100963581804e-52
5,"feels",1.39097403937919e-51
6,"feels",0.00928455734549036
1,"feier",0.0011436347751787
2,"feier",1.16988808848506e-191
3,"feier",1.38844638111637e-191
4,"feier",8.96769839784091e-189
5,"feier",2.64190305758401e-190
6,"feier",5.80235278687058e-186
1,"felix",1.93076141550177e-174
2,"felix",0.00106272090598136
3,"felix",4.06223266178802e-188
4,"felix",4.96787210290001e-183
5,"felix",6.79760647759589e-185
6,"felix",1.53920450181484e-180
